iter	Passed	Remaining
726	10554	3963
727	10571	3949
728	10594	3938
729	10611	3924
730	10627	3910
731	10645	3897
732	10665	3885
733	10685	3872
734	10703	3859
735	10721	3845
736	10740	3832
737	10762	3820
738	10778	3806
739	10795	3793
740	10812	3779
741	10827	3764
742	10844	3750
743	10865	3738
744	10879	3723
745	10897	3710
746	10915	3696
747	10935	3684
748	10953	3670
749	10970	3656
750	10987	3642
751	11004	3629
752	11024	3616
753	11083	3616
754	11097	3601
755	11118	3588
756	11147	3578
757	11170	3566
758	11187	3552
759	11203	3537
760	11217	3523
761	11231	3508
762	11245	3492
763	11259	3478
764	11275	3463
765	11289	3448
766	11307	3435
767	11319	3419
768	11332	3404
769	11347	3389
770	11359	3374
771	11372	3358
772	11387	3343
773	11404	3330
774	11420	3315
775	11434	3300
776	11446	3285
777	11458	3269
778	11472	3254
779	11487	3240
780	11499	3224
781	11514	3209
782	11527	3194
783	11541	3179
784	11553	3164
785	11564	3148
786	11579	3133
787	11593	3119
788	11606	3103
789	11619	3088
790	11632	3073
791	11643	3057
792	11656	3042
793	11670	3027
794	11682	3012
795	11694	2997
796	11706	2981
797	11721	2967
798	11733	2951
799	11744	2936
800	11755	2920
801	11769	2905
802	11780	2890
803	11796	2875
804	11814	2861
805	11827	2846
806	11839	2831
807	11851	2816
808	11864	2801
809	11876	2785
810	11889	2770
811	11900	2755
812	11912	2740
813	11926	2725
814	11937	2709
815	11952	2695
816	11965	2680
817	11981	2665
818	11994	2650
819	12007	2635
820	12017	2620
821	12029	2604
822	12042	2589
823	12056	2575
824	12069	2560
825	12081	2545
826	12093	2529
827	12107	2515
828	12121	2500
829	12135	2485
830	12148	2470
831	12161	2455
832	12170	2440
833	12182	2424
834	12195	2409
835	12207	2394
836	12220	2379
837	12232	2364
838	12244	2349
839	12257	2334
840	12270	2319
841	12286	2305
842	12297	2290
843	12313	2275
844	12328	2261
845	12342	2246
846	12355	2231
847	12368	2216
848	12383	2202
849	12396	2187
850	12407	2172
851	12418	2157
852	12431	2142
853	12442	2127
854	12456	2112
855	12469	2097
856	12482	2082
857	12495	2067
858	12510	2053
859	12523	2038
860	12535	2023
861	12547	2008
862	12562	1994
863	12574	1979
864	12587	1964
865	12602	1950
866	12615	1935
867	12629	1920
868	12643	1905
869	12655	1891
870	12667	1876
871	12680	1861
872	12695	1846
873	12708	1832
874	12720	1817
875	12733	1802
876	12746	1787
877	12760	1773
878	12772	1758
879	12785	1743
880	12797	1728
881	12809	1713
882	12821	1698
883	12834	1684
884	12848	1669
885	12859	1654
886	12872	1639
887	12884	1625
888	12897	1610
889	12911	1595
890	12924	1581
891	12939	1566
892	12951	1551
893	12965	1537
894	12978	1522
895	12990	1507
896	13004	1493
897	13016	1478
898	13029	1463
899	13043	1449
900	13055	1434
901	13066	1419
902	13078	1404
903	13090	1390
904	13105	1375
905	13117	1361
906	13131	1346
907	13144	1331
908	13155	1316
909	13170	1302
910	13180	1287
911	13194	1273
912	13206	1258
913	13218	1243
914	13231	1229
915	13245	1214
916	13259	1200
917	13273	1185
918	13287	1171
919	13298	1156
920	13310	1141
921	13320	1126
922	13333	1112
923	13348	1097
924	13360	1083
925	13373	1068
926	13385	1054
927	13400	1039
928	13411	1024
929	13423	1010
930	13439	996
931	13451	981
932	13465	966
933	13478	952
934	13492	937
935	13505	923
936	13518	908
937	13531	894
938	13544	879
939	13555	865
940	13566	850
941	13580	836
942	13593	821
943	13607	807
944	13618	792
945	13630	778
946	13643	763
947	13656	749
